[*] Mapping R-DAC patterns in SP-808TS25E.ima...
[*] Block Size: 4096 bytes
LBA        | Offset       | Entropy  | Type
37472      | 0x124c000    | 7.63     | DATA (R-DAC?)
37480      | 0x124d000    | 7.66     | DATA (R-DAC?)
37488      | 0x124e000    | 7.62     | DATA (R-DAC?)
37496      | 0x124f000    | 7.69     | DATA (R-DAC?)
37504      | 0x1250000    | 7.69     | DATA (R-DAC?)
37512      | 0x1251000    | 7.70     | DATA (R-DAC?)
37520      | 0x1252000    | 7.66     | DATA (R-DAC?)
37528      | 0x1253000    | 7.69     | DATA (R-DAC?)
37536      | 0x1254000    | 7.68     | DATA (R-DAC?)
37544      | 0x1255000    | 7.69     | DATA (R-DAC?)
37552      | 0x1256000    | 7.68     | DATA (R-DAC?)
37560      | 0x1257000    | 7.61     | DATA (R-DAC?)
37568      | 0x1258000    | 7.70     | DATA (R-DAC?)
37576      | 0x1259000    | 7.73     | DATA (R-DAC?)
37584      | 0x125a000    | 7.72     | DATA (R-DAC?)
37592      | 0x125b000    | 7.74     | DATA (R-DAC?)
37600      | 0x125c000    | 7.74     | DATA (R-DAC?)
37608      | 0x125d000    | 7.76     | DATA (R-DAC?)
37616      | 0x125e000    | 7.74     | DATA (R-DAC?)
37624      | 0x125f000    | 7.73     | DATA (R-DAC?)
37632      | 0x1260000    | 7.73     | DATA (R-DAC?)
37640      | 0x1261000    | 7.71     | DATA (R-DAC?)
37648      | 0x1262000    | 7.71     | DATA (R-DAC?)
37656      | 0x1263000    | 7.75     | DATA (R-DAC?)
37664      | 0x1264000    | 7.76     | DATA (R-DAC?)
37672      | 0x1265000    | 7.71     | DATA (R-DAC?)
37680      | 0x1266000    | 7.73     | DATA (R-DAC?)
37688      | 0x1267000    | 7.74     | DATA (R-DAC?)
37696      | 0x1268000    | 7.76     | DATA (R-DAC?)
37704      | 0x1269000    | 7.78     | DATA (R-DAC?)
37712      | 0x126a000    | 7.73     | DATA (R-DAC?)
37720      | 0x126b000    | 7.76     | DATA (R-DAC?)
37728      | 0x126c000    | 7.77     | DATA (R-DAC?)
37736      | 0x126d000    | 7.78     | DATA (R-DAC?)
37744      | 0x126e000    | 7.76     | DATA (R-DAC?)
37752      | 0x126f000    | 7.77     | DATA (R-DAC?)
37760      | 0x1270000    | 7.78     | DATA (R-DAC?)
37768      | 0x1271000    | 7.76     | DATA (R-DAC?)
37776      | 0x1272000    | 7.76     | DATA (R-DAC?)
37784      | 0x1273000    | 7.75     | DATA (R-DAC?)
37792      | 0x1274000    | 7.78     | DATA (R-DAC?)
37800      | 0x1275000    | 7.77     | DATA (R-DAC?)
37808      | 0x1276000    | 7.73     | DATA (R-DAC?)
37816      | 0x1277000    | 7.75     | DATA (R-DAC?)
37824      | 0x1278000    | 7.74     | DATA (R-DAC?)
37832      | 0x1279000    | 7.79     | DATA (R-DAC?)
37840      | 0x127a000    | 7.77     | DATA (R-DAC?)
37848      | 0x127b000    | 7.76     | DATA (R-DAC?)
37856      | 0x127c000    | 7.72     | DATA (R-DAC?)
37864      | 0x127d000    | 7.66     | DATA (R-DAC?)
37872      | 0x127e000    | 7.64     | DATA (R-DAC?)
37880      | 0x127f000    | 7.66     | DATA (R-DAC?)
37888      | 0x1280000    | 7.61     | DATA (R-DAC?)
37896      | 0x1281000    | 7.58     | DATA (R-DAC?)
37904      | 0x1282000    | 7.54     | DATA (R-DAC?)
37912      | 0x1283000    | 7.44     | DATA (R-DAC?)
37920      | 0x1284000    | 7.34     | DATA (R-DAC?)
37928      | 0x1285000    | 7.39     | DATA (R-DAC?)
37936      | 0x1286000    | 7.39     | DATA (R-DAC?)
37944      | 0x1287000    | 7.33     | DATA (R-DAC?)
37952      | 0x1288000    | 7.28     | DATA (R-DAC?)
37960      | 0x1289000    | 7.20     | DATA (R-DAC?)
37968      | 0x128a000    | 7.54     | DATA (R-DAC?)
37976      | 0x128b000    | 7.69     | DATA (R-DAC?)
37984      | 0x128c000    | 7.67     | DATA (R-DAC?)
37992      | 0x128d000    | 7.68     | DATA (R-DAC?)
38000      | 0x128e000    | 7.71     | DATA (R-DAC?)
38008      | 0x128f000    | 7.68     | DATA (R-DAC?)
38016      | 0x1290000    | 7.71     | DATA (R-DAC?)
38024      | 0x1291000    | 7.74     | DATA (R-DAC?)
38032      | 0x1292000    | 7.70     | DATA (R-DAC?)
38040      | 0x1293000    | 7.71     | DATA (R-DAC?)
38048      | 0x1294000    | 7.70     | DATA (R-DAC?)
38056      | 0x1295000    | 7.68     | DATA (R-DAC?)
38064      | 0x1296000    | 7.74     | DATA (R-DAC?)
38072      | 0x1297000    | 7.69     | DATA (R-DAC?)
38080      | 0x1298000    | 7.67     | DATA (R-DAC?)
38088      | 0x1299000    | 7.65     | DATA (R-DAC?)
38096      | 0x129a000    | 7.53     | DATA (R-DAC?)
38104      | 0x129b000    | 7.64     | DATA (R-DAC?)
38112      | 0x129c000    | 7.57     | DATA (R-DAC?)
38120      | 0x129d000    | 7.52     | DATA (R-DAC?)
38128      | 0x129e000    | 7.66     | DATA (R-DAC?)
38136      | 0x129f000    | 7.72     | DATA (R-DAC?)
38144      | 0x12a0000    | 7.70     | DATA (R-DAC?)
38152      | 0x12a1000    | 7.65     | DATA (R-DAC?)
38160      | 0x12a2000    | 7.58     | DATA (R-DAC?)
38168      | 0x12a3000    | 7.59     | DATA (R-DAC?)
38176      | 0x12a4000    | 7.69     | DATA (R-DAC?)
38184      | 0x12a5000    | 7.67     | DATA (R-DAC?)
38192      | 0x12a6000    | 7.63     | DATA (R-DAC?)
38200      | 0x12a7000    | 7.71     | DATA (R-DAC?)
38208      | 0x12a8000    | 7.73     | DATA (R-DAC?)
38216      | 0x12a9000    | 7.70     | DATA (R-DAC?)
38224      | 0x12aa000    | 7.61     | DATA (R-DAC?)
38232      | 0x12ab000    | 7.54     | DATA (R-DAC?)
38240      | 0x12ac000    | 7.65     | DATA (R-DAC?)
38248      | 0x12ad000    | 7.74     | DATA (R-DAC?)
38256      | 0x12ae000    | 7.68     | DATA (R-DAC?)
38264      | 0x12af000    | 7.60     | DATA (R-DAC?)
38272      | 0x12b0000    | 7.55     | DATA (R-DAC?)
38280      | 0x12b1000    | 7.56     | DATA (R-DAC?)
38288      | 0x12b2000    | 7.57     | DATA (R-DAC?)
38296      | 0x12b3000    | 7.57     | DATA (R-DAC?)
38304      | 0x12b4000    | 7.56     | DATA (R-DAC?)
38312      | 0x12b5000    | 7.59     | DATA (R-DAC?)
38320      | 0x12b6000    | 7.63     | DATA (R-DAC?)
38328      | 0x12b7000    | 7.60     | DATA (R-DAC?)
38336      | 0x12b8000    | 7.73     | DATA (R-DAC?)
38344      | 0x12b9000    | 7.70     | DATA (R-DAC?)
38352      | 0x12ba000    | 7.66     | DATA (R-DAC?)
38360      | 0x12bb000    | 7.61     | DATA (R-DAC?)
38368      | 0x12bc000    | 7.62     | DATA (R-DAC?)
38376      | 0x12bd000    | 7.64     | DATA (R-DAC?)
38384      | 0x12be000    | 7.72     | DATA (R-DAC?)
38392      | 0x12bf000    | 7.70     | DATA (R-DAC?)
38400      | 0x12c0000    | 7.69     | DATA (R-DAC?)
38408      | 0x12c1000    | 7.67     | DATA (R-DAC?)
38416      | 0x12c2000    | 7.68     | DATA (R-DAC?)
38424      | 0x12c3000    | 7.67     | DATA (R-DAC?)
38432      | 0x12c4000    | 7.67     | DATA (R-DAC?)
38440      | 0x12c5000    | 7.62     | DATA (R-DAC?)
38448      | 0x12c6000    | 7.62     | DATA (R-DAC?)
38456      | 0x12c7000    | 7.58     | DATA (R-DAC?)
38464      | 0x12c8000    | 7.56     | DATA (R-DAC?)
38472      | 0x12c9000    | 7.65     | DATA (R-DAC?)
38480      | 0x12ca000    | 7.62     | DATA (R-DAC?)
38488      | 0x12cb000    | 7.57     | DATA (R-DAC?)
38496      | 0x12cc000    | 7.70     | DATA (R-DAC?)
38504      | 0x12cd000    | 7.64     | DATA (R-DAC?)
38512      | 0x12ce000    | 7.69     | DATA (R-DAC?)
38520      | 0x12cf000    | 7.64     | DATA (R-DAC?)
38528      | 0x12d0000    | 7.65     | DATA (R-DAC?)
38536      | 0x12d1000    | 7.67     | DATA (R-DAC?)
38544      | 0x12d2000    | 7.64     | DATA (R-DAC?)
38552      | 0x12d3000    | 7.65     | DATA (R-DAC?)
38560      | 0x12d4000    | 7.66     | DATA (R-DAC?)
38568      | 0x12d5000    | 7.68     | DATA (R-DAC?)
38576      | 0x12d6000    | 7.67     | DATA (R-DAC?)
38584      | 0x12d7000    | 7.66     | DATA (R-DAC?)
38592      | 0x12d8000    | 7.63     | DATA (R-DAC?)
38600      | 0x12d9000    | 7.61     | DATA (R-DAC?)
38608      | 0x12da000    | 7.64     | DATA (R-DAC?)
38616      | 0x12db000    | 7.67     | DATA (R-DAC?)
38624      | 0x12dc000    | 7.60     | DATA (R-DAC?)
38632      | 0x12dd000    | 7.65     | DATA (R-DAC?)
38640      | 0x12de000    | 7.60     | DATA (R-DAC?)
38648      | 0x12df000    | 7.55     | DATA (R-DAC?)
38656      | 0x12e0000    | 7.59     | DATA (R-DAC?)
38664      | 0x12e1000    | 7.64     | DATA (R-DAC?)
38672      | 0x12e2000    | 7.68     | DATA (R-DAC?)
38680      | 0x12e3000    | 7.67     | DATA (R-DAC?)
38688      | 0x12e4000    | 7.68     | DATA (R-DAC?)
38696      | 0x12e5000    | 7.62     | DATA (R-DAC?)
38704      | 0x12e6000    | 7.75     | DATA (R-DAC?)
38712      | 0x12e7000    | 7.72     | DATA (R-DAC?)
38720      | 0x12e8000    | 7.68     | DATA (R-DAC?)
38728      | 0x12e9000    | 7.61     | DATA (R-DAC?)
38736      | 0x12ea000    | 7.59     | DATA (R-DAC?)
38744      | 0x12eb000    | 7.72     | DATA (R-DAC?)
38752      | 0x12ec000    | 7.72     | DATA (R-DAC?)
38760      | 0x12ed000    | 7.70     | DATA (R-DAC?)
38768      | 0x12ee000    | 7.70     | DATA (R-DAC?)
38776      | 0x12ef000    | 7.70     | DATA (R-DAC?)
38784      | 0x12f0000    | 7.64     | DATA (R-DAC?)
38792      | 0x12f1000    | 7.69     | DATA (R-DAC?)
38800      | 0x12f2000    | 7.65     | DATA (R-DAC?)
38808      | 0x12f3000    | 7.72     | DATA (R-DAC?)
38816      | 0x12f4000    | 7.62     | DATA (R-DAC?)
38824      | 0x12f5000    | 7.54     | DATA (R-DAC?)
38832      | 0x12f6000    | 7.59     | DATA (R-DAC?)
38840      | 0x12f7000    | 7.56     | DATA (R-DAC?)
38848      | 0x12f8000    | 7.51     | DATA (R-DAC?)
38856      | 0x12f9000    | 7.63     | DATA (R-DAC?)
38864      | 0x12fa000    | 7.74     | DATA (R-DAC?)
38872      | 0x12fb000    | 7.70     | DATA (R-DAC?)
38880      | 0x12fc000    | 7.64     | DATA (R-DAC?)
38888      | 0x12fd000    | 7.63     | DATA (R-DAC?)
38896      | 0x12fe000    | 7.58     | DATA (R-DAC?)
38904      | 0x12ff000    | 7.67     | DATA (R-DAC?)
38912      | 0x1300000    | 7.68     | DATA (R-DAC?)
38920      | 0x1301000    | 7.62     | DATA (R-DAC?)
38928      | 0x1302000    | 7.70     | DATA (R-DAC?)
38936      | 0x1303000    | 7.77     | DATA (R-DAC?)
38944      | 0x1304000    | 7.64     | DATA (R-DAC?)
38952      | 0x1305000    | 7.63     | DATA (R-DAC?)
38960      | 0x1306000    | 7.66     | DATA (R-DAC?)
38968      | 0x1307000    | 7.62     | DATA (R-DAC?)
38976      | 0x1308000    | 7.66     | DATA (R-DAC?)
38984      | 0x1309000    | 7.66     | DATA (R-DAC?)
38992      | 0x130a000    | 7.63     | DATA (R-DAC?)
39000      | 0x130b000    | 7.63     | DATA (R-DAC?)
39008      | 0x130c000    | 7.60     | DATA (R-DAC?)
39016      | 0x130d000    | 7.63     | DATA (R-DAC?)
39024      | 0x130e000    | 7.60     | DATA (R-DAC?)
39032      | 0x130f000    | 7.60     | DATA (R-DAC?)
39040      | 0x1310000    | 7.64     | DATA (R-DAC?)
39048      | 0x1311000    | 7.22     | DATA (R-DAC?)
39056      | 0x1312000    | 7.23     | DATA (R-DAC?)
39064      | 0x1313000    | 7.33     | DATA (R-DAC?)
39072      | 0x1314000    | 7.36     | DATA (R-DAC?)
39080      | 0x1315000    | 7.40     | DATA (R-DAC?)
39088      | 0x1316000    | 7.59     | DATA (R-DAC?)
39096      | 0x1317000    | 7.62     | DATA (R-DAC?)
39104      | 0x1318000    | 7.61     | DATA (R-DAC?)
39112      | 0x1319000    | 7.69     | DATA (R-DAC?)
39120      | 0x131a000    | 7.67     | DATA (R-DAC?)
39128      | 0x131b000    | 7.68     | DATA (R-DAC?)
39136      | 0x131c000    | 7.68     | DATA (R-DAC?)
39144      | 0x131d000    | 7.67     | DATA (R-DAC?)
39152      | 0x131e000    | 7.63     | DATA (R-DAC?)
39160      | 0x131f000    | 7.63     | DATA (R-DAC?)
39168      | 0x1320000    | 7.67     | DATA (R-DAC?)
39176      | 0x1321000    | 7.66     | DATA (R-DAC?)
39184      | 0x1322000    | 7.59     | DATA (R-DAC?)
39192      | 0x1323000    | 7.57     | DATA (R-DAC?)
39200      | 0x1324000    | 7.59     | DATA (R-DAC?)
39208      | 0x1325000    | 7.56     | DATA (R-DAC?)
39216      | 0x1326000    | 7.60     | DATA (R-DAC?)
39224      | 0x1327000    | 7.69     | DATA (R-DAC?)
39232      | 0x1328000    | 7.76     | DATA (R-DAC?)
39240      | 0x1329000    | 7.64     | DATA (R-DAC?)
39248      | 0x132a000    | 7.63     | DATA (R-DAC?)
39256      | 0x132b000    | 7.60     | DATA (R-DAC?)
39264      | 0x132c000    | 7.61     | DATA (R-DAC?)
39272      | 0x132d000    | 7.70     | DATA (R-DAC?)
39280      | 0x132e000    | 7.66     | DATA (R-DAC?)
39288      | 0x132f000    | 7.65     | DATA (R-DAC?)
39296      | 0x1330000    | 7.72     | DATA (R-DAC?)
39304      | 0x1331000    | 7.73     | DATA (R-DAC?)
39312      | 0x1332000    | 7.69     | DATA (R-DAC?)
39320      | 0x1333000    | 7.69     | DATA (R-DAC?)
39328      | 0x1334000    | 7.63     | DATA (R-DAC?)
39336      | 0x1335000    | 7.70     | DATA (R-DAC?)
39344      | 0x1336000    | 7.73     | DATA (R-DAC?)
39352      | 0x1337000    | 7.71     | DATA (R-DAC?)
39360      | 0x1338000    | 7.68     | DATA (R-DAC?)
39368      | 0x1339000    | 7.71     | DATA (R-DAC?)
39376      | 0x133a000    | 7.68     | DATA (R-DAC?)
39384      | 0x133b000    | 7.72     | DATA (R-DAC?)
39392      | 0x133c000    | 7.71     | DATA (R-DAC?)
39400      | 0x133d000    | 7.72     | DATA (R-DAC?)
39408      | 0x133e000    | 7.70     | DATA (R-DAC?)
39416      | 0x133f000    | 7.68     | DATA (R-DAC?)
39424      | 0x1340000    | 7.72     | DATA (R-DAC?)
39432      | 0x1341000    | 7.68     | DATA (R-DAC?)
39440      | 0x1342000    | 7.61     | DATA (R-DAC?)
39448      | 0x1343000    | 7.71     | DATA (R-DAC?)
39456      | 0x1344000    | 7.76     | DATA (R-DAC?)
39464      | 0x1345000    | 7.73     | DATA (R-DAC?)
39472      | 0x1346000    | 7.70     | DATA (R-DAC?)
39480      | 0x1347000    | 7.70     | DATA (R-DAC?)
39488      | 0x1348000    | 7.72     | DATA (R-DAC?)
39496      | 0x1349000    | 7.72     | DATA (R-DAC?)
39504      | 0x134a000    | 7.68     | DATA (R-DAC?)
39512      | 0x134b000    | 7.70     | DATA (R-DAC?)
39520      | 0x134c000    | 7.70     | DATA (R-DAC?)
39528      | 0x134d000    | 7.70     | DATA (R-DAC?)
39536      | 0x134e000    | 7.71     | DATA (R-DAC?)
39544      | 0x134f000    | 7.70     | DATA (R-DAC?)
39552      | 0x1350000    | 7.75     | DATA (R-DAC?)
39560      | 0x1351000    | 7.75     | DATA (R-DAC?)
39568      | 0x1352000    | 7.76     | DATA (R-DAC?)
39576      | 0x1353000    | 7.77     | DATA (R-DAC?)
39584      | 0x1354000    | 7.76     | DATA (R-DAC?)
39592      | 0x1355000    | 7.77     | DATA (R-DAC?)
39600      | 0x1356000    | 7.74     | DATA (R-DAC?)
39608      | 0x1357000    | 7.72     | DATA (R-DAC?)
39616      | 0x1358000    | 7.73     | DATA (R-DAC?)
39624      | 0x1359000    | 7.74     | DATA (R-DAC?)
39632      | 0x135a000    | 7.76     | DATA (R-DAC?)
39640      | 0x135b000    | 7.77     | DATA (R-DAC?)
39648      | 0x135c000    | 7.73     | DATA (R-DAC?)
39656      | 0x135d000    | 7.69     | DATA (R-DAC?)
39664      | 0x135e000    | 7.73     | DATA (R-DAC?)
39672      | 0x135f000    | 7.68     | DATA (R-DAC?)
39680      | 0x1360000    | 7.73     | DATA (R-DAC?)
39688      | 0x1361000    | 7.73     | DATA (R-DAC?)
39696      | 0x1362000    | 7.72     | DATA (R-DAC?)
39704      | 0x1363000    | 7.79     | DATA (R-DAC?)
39712      | 0x1364000    | 7.80     | DATA (R-DAC?)
39720      | 0x1365000    | 7.73     | DATA (R-DAC?)
39728      | 0x1366000    | 7.68     | DATA (R-DAC?)
39736      | 0x1367000    | 7.72     | DATA (R-DAC?)
39744      | 0x1368000    | 7.73     | DATA (R-DAC?)
39752      | 0x1369000    | 7.78     | DATA (R-DAC?)
39760      | 0x136a000    | 7.73     | DATA (R-DAC?)
39768      | 0x136b000    | 7.74     | DATA (R-DAC?)
39776      | 0x136c000    | 7.76     | DATA (R-DAC?)
39784      | 0x136d000    | 7.78     | DATA (R-DAC?)
39792      | 0x136e000    | 7.80     | DATA (R-DAC?)
39800      | 0x136f000    | 7.75     | DATA (R-DAC?)
39808      | 0x1370000    | 7.74     | DATA (R-DAC?)
39816      | 0x1371000    | 7.71     | DATA (R-DAC?)
39824      | 0x1372000    | 7.74     | DATA (R-DAC?)
39832      | 0x1373000    | 7.70     | DATA (R-DAC?)
39840      | 0x1374000    | 7.77     | DATA (R-DAC?)
39848      | 0x1375000    | 7.74     | DATA (R-DAC?)
39856      | 0x1376000    | 7.69     | DATA (R-DAC?)
39864      | 0x1377000    | 7.72     | DATA (R-DAC?)
39872      | 0x1378000    | 7.76     | DATA (R-DAC?)
39880      | 0x1379000    | 7.71     | DATA (R-DAC?)
39888      | 0x137a000    | 7.70     | DATA (R-DAC?)
39896      | 0x137b000    | 7.70     | DATA (R-DAC?)
39904      | 0x137c000    | 7.71     | DATA (R-DAC?)
39912      | 0x137d000    | 7.66     | DATA (R-DAC?)
39920      | 0x137e000    | 7.71     | DATA (R-DAC?)
39928      | 0x137f000    | 7.72     | DATA (R-DAC?)
39936      | 0x1380000    | 7.73     | DATA (R-DAC?)
39944      | 0x1381000    | 7.68     | DATA (R-DAC?)
39952      | 0x1382000    | 7.72     | DATA (R-DAC?)
39960      | 0x1383000    | 7.75     | DATA (R-DAC?)
39968      | 0x1384000    | 7.70     | DATA (R-DAC?)
39976      | 0x1385000    | 7.67     | DATA (R-DAC?)
39984      | 0x1386000    | 7.71     | DATA (R-DAC?)
39992      | 0x1387000    | 7.70     | DATA (R-DAC?)
40000      | 0x1388000    | 7.73     | DATA (R-DAC?)
40008      | 0x1389000    | 7.72     | DATA (R-DAC?)
40016      | 0x138a000    | 7.69     | DATA (R-DAC?)
40024      | 0x138b000    | 7.70     | DATA (R-DAC?)
40032      | 0x138c000    | 7.76     | DATA (R-DAC?)
40040      | 0x138d000    | 7.66     | DATA (R-DAC?)
40048      | 0x138e000    | 7.71     | DATA (R-DAC?)
40056      | 0x138f000    | 7.72     | DATA (R-DAC?)
40064      | 0x1390000    | 7.72     | DATA (R-DAC?)
40072      | 0x1391000    | 7.70     | DATA (R-DAC?)
40080      | 0x1392000    | 7.73     | DATA (R-DAC?)
40088      | 0x1393000    | 7.75     | DATA (R-DAC?)
40096      | 0x1394000    | 7.69     | DATA (R-DAC?)
40104      | 0x1395000    | 7.72     | DATA (R-DAC?)
40112      | 0x1396000    | 7.68     | DATA (R-DAC?)
40120      | 0x1397000    | 7.68     | DATA (R-DAC?)
40128      | 0x1398000    | 7.67     | DATA (R-DAC?)
40136      | 0x1399000    | 7.69     | DATA (R-DAC?)
40144      | 0x139a000    | 7.69     | DATA (R-DAC?)
40152      | 0x139b000    | 7.67     | DATA (R-DAC?)
40160      | 0x139c000    | 7.70     | DATA (R-DAC?)
40168      | 0x139d000    | 7.72     | DATA (R-DAC?)
40176      | 0x139e000    | 7.70     | DATA (R-DAC?)
40184      | 0x139f000    | 7.72     | DATA (R-DAC?)
40192      | 0x13a0000    | 7.72     | DATA (R-DAC?)
40200      | 0x13a1000    | 7.72     | DATA (R-DAC?)
40208      | 0x13a2000    | 7.69     | DATA (R-DAC?)
40216      | 0x13a3000    | 7.70     | DATA (R-DAC?)
40224      | 0x13a4000    | 7.71     | DATA (R-DAC?)
40232      | 0x13a5000    | 7.69     | DATA (R-DAC?)
40240      | 0x13a6000    | 7.75     | DATA (R-DAC?)
40248      | 0x13a7000    | 7.73     | DATA (R-DAC?)
40256      | 0x13a8000    | 7.71     | DATA (R-DAC?)
40264      | 0x13a9000    | 7.70     | DATA (R-DAC?)
40272      | 0x13aa000    | 7.70     | DATA (R-DAC?)
40280      | 0x13ab000    | 7.73     | DATA (R-DAC?)
40288      | 0x13ac000    | 7.69     | DATA (R-DAC?)
40296      | 0x13ad000    | 7.72     | DATA (R-DAC?)
40304      | 0x13ae000    | 7.74     | DATA (R-DAC?)
40312      | 0x13af000    | 7.74     | DATA (R-DAC?)
40320      | 0x13b0000    | 7.71     | DATA (R-DAC?)
40328      | 0x13b1000    | 7.74     | DATA (R-DAC?)
40336      | 0x13b2000    | 7.66     | DATA (R-DAC?)
40344      | 0x13b3000    | 7.72     | DATA (R-DAC?)
40352      | 0x13b4000    | 7.74     | DATA (R-DAC?)
40360      | 0x13b5000    | 7.72     | DATA (R-DAC?)
40368      | 0x13b6000    | 7.75     | DATA (R-DAC?)
40376      | 0x13b7000    | 7.76     | DATA (R-DAC?)
40384      | 0x13b8000    | 7.69     | DATA (R-DAC?)
40392      | 0x13b9000    | 7.73     | DATA (R-DAC?)
40400      | 0x13ba000    | 7.73     | DATA (R-DAC?)
40408      | 0x13bb000    | 7.69     | DATA (R-DAC?)
40416      | 0x13bc000    | 7.70     | DATA (R-DAC?)
40424      | 0x13bd000    | 7.73     | DATA (R-DAC?)
40432      | 0x13be000    | 7.75     | DATA (R-DAC?)
40440      | 0x13bf000    | 7.74     | DATA (R-DAC?)
40448      | 0x13c0000    | 7.68     | DATA (R-DAC?)
40456      | 0x13c1000    | 7.71     | DATA (R-DAC?)
40464      | 0x13c2000    | 7.69     | DATA (R-DAC?)
40472      | 0x13c3000    | 7.69     | DATA (R-DAC?)
40480      | 0x13c4000    | 7.72     | DATA (R-DAC?)
40488      | 0x13c5000    | 7.74     | DATA (R-DAC?)
40496      | 0x13c6000    | 7.73     | DATA (R-DAC?)
40504      | 0x13c7000    | 7.74     | DATA (R-DAC?)
40512      | 0x13c8000    | 7.76     | DATA (R-DAC?)
40520      | 0x13c9000    | 7.77     | DATA (R-DAC?)
